base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,visibility,weather,wind
stations,{'all': 20},200,"{'lon': -76.89, 'lat': 18.37}",1552287600.0,3488985.0,"{'temp': 77, 'pressure': 1015, 'humidity': 73, 'temp_min': 77, 'temp_max': 77}",,Port Maria,,,"{'type': 1, 'id': 7105, 'message': 0.0036, 'country': 'JM', 'sunrise': 1552303128, 'sunset': 1552346184}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 8.05, 'deg': 320}"
stations,{'all': 12},200,"{'lon': 156.12, 'lat': 50.68}",1552291590.0,2121385.0,"{'temp': 26.02, 'pressure': 1021.93, 'humidity': 100, 'temp_min': 26.02, 'temp_max': 26.02, 'sea_level': 1021.93, 'grnd_level': 1008.31}",,Severo-Kurilsk,,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1552247953, 'sunset': 1552289574}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 11.79, 'deg': 316.001}"
stations,{'all': 0},200,"{'lon': 24.73, 'lat': -34}",1552291590.0,986717.0,"{'temp': 72.6, 'pressure': 1016.13, 'humidity': 79, 'temp_min': 72.6, 'temp_max': 72.6, 'sea_level': 1016.13, 'grnd_level': 1006.63}",,Kruisfontein,,,"{'message': 0.0033, 'country': 'ZA', 'sunrise': 1552277824, 'sunset': 1552322670}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.89, 'deg': 82.5009}"
stations,{'all': 1},200,"{'lon': -108.5, 'lat': 45.79}",1552291311.0,5640350.0,"{'temp': 13.3, 'pressure': 1019, 'humidity': 78, 'temp_min': 5, 'temp_max': 18}",,Billings,,,"{'type': 1, 'id': 3440, 'message': 0.0043, 'country': 'US', 'sunrise': 1552311229, 'sunset': 1552353284}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 11.41, 'deg': 220}"
stations,{'all': 90},200,"{'lon': -97.91, 'lat': 29.74}",1552291588.0,4695361.0,"{'temp': 64, 'pressure': 1017, 'humidity': 100, 'temp_min': 57.99, 'temp_max': 70}",,Galle,,,"{'type': 1, 'id': 5982, 'message': 0.0086, 'country': 'US', 'sunrise': 1552308356, 'sunset': 1552351055}",8047.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.05, 'deg': 110}"
stations,{'all': 68},200,"{'lon': -170.99, 'lat': 65.58}",1552291591.0,4031637.0,"{'temp': 12.07, 'pressure': 989.21, 'humidity': 100, 'temp_min': 12.07, 'temp_max': 12.07, 'sea_level': 989.21, 'grnd_level': 984.55}",,Lavrentiya,,,"{'message': 0.0039, 'country': 'RU', 'sunrise': 1552326995, 'sunset': 1552367559}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 43.55, 'deg': 14.0009}"
stations,{'all': 56},200,"{'lon': 108.9, 'lat': 0.7}",1552291591.0,1625908.0,"{'temp': 86.95, 'pressure': 1008.93, 'humidity': 66, 'temp_min': 86.95, 'temp_max': 86.95, 'sea_level': 1008.93, 'grnd_level': 998.79}",,Sungairaya,{'3h': 1.0225},,"{'message': 0.0049, 'country': 'ID', 'sunrise': 1552258281, 'sunset': 1552301852}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.74, 'deg': 305.501}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 0},200,"{'lon': 177.51, 'lat': 64.73}",1552290787.0,2127202.0,"{'temp': -2.12, 'pressure': 1002, 'humidity': 84, 'temp_min': -2.21, 'temp_max': -2.01}",,Anadyr,,,"{'type': 1, 'id': 8872, 'message': 0.0037, 'country': 'RU', 'sunrise': 1552243510, 'sunset': 1552283790}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.95, 'deg': 20}"
stations,{'all': 0},200,"{'lon': -59.98, 'lat': -3.13}",1552287600.0,3663517.0,"{'temp': 77.86, 'pressure': 1010, 'humidity': 83, 'temp_min': 77, 'temp_max': 78.8}",,Manaus,,,"{'type': 1, 'id': 8412, 'message': 0.0048, 'country': 'BR', 'sunrise': 1552298746, 'sunset': 1552342432}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 30}"
stations,{'all': 0},200,"{'lon': -53.46, 'lat': -33.69}",1552291592.0,3443061.0,"{'temp': 62.2, 'pressure': 1021.21, 'humidity': 90, 'temp_min': 62.2, 'temp_max': 62.2, 'sea_level': 1021.21, 'grnd_level': 1019.67}",,Chuy,,,"{'message': 0.0029, 'country': 'UY', 'sunrise': 1552296608, 'sunset': 1552341411}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.88, 'deg': 87.0009}"
stations,{'all': 90},200,"{'lon': 20.04, 'lat': -34.53}",1552291203.0,1015776.0,"{'temp': 63.99, 'pressure': 1016, 'humidity': 88, 'temp_min': 62.01, 'temp_max': 66.2}",,Bredasdorp,,,"{'type': 1, 'id': 1966, 'message': 0.0034, 'country': 'ZA', 'sunrise': 1552278937, 'sunset': 1552323808}",4000.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 14.99, 'deg': 190, 'gust': 15.4}"
stations,{'all': 0},200,"{'lon': 15.16, 'lat': -26.65}",1552291592.0,3355672.0,"{'temp': 63.69, 'pressure': 1016.57, 'humidity': 87, 'temp_min': 63.69, 'temp_max': 63.69, 'sea_level': 1016.57, 'grnd_level': 1002.39}",,Luderitz,,,"{'message': 0.0038, 'country': 'NA', 'sunrise': 1552280293, 'sunset': 1552324802}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.23, 'deg': 172.501}"
stations,{'all': 32},200,"{'lon': 114.09, 'lat': 71.97}",1552291592.0,2017155.0,"{'temp': -9.58, 'pressure': 1005.09, 'humidity': 67, 'temp_min': -9.58, 'temp_max': -9.58, 'sea_level': 1005.09, 'grnd_level': 992.31}",,Saskylakh,,,"{'message': 0.0025, 'country': 'RU', 'sunrise': 1552259389, 'sunset': 1552298386}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 9.55, 'deg': 167.001}"
stations,{'all': 0},200,"{'lon': -3.98, 'lat': 22.68}",1552291592.0,2450173.0,"{'temp': 66.03, 'pressure': 1020.21, 'humidity': 32, 'temp_min': 66.03, 'temp_max': 66.03, 'sea_level': 1020.21, 'grnd_level': 987.03}",,Taoudenni,,,"{'message': 0.0036, 'country': 'ML', 'sunrise': 1552285709, 'sunset': 1552328616}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.33, 'deg': 41.5009}"
stations,{'all': 8},200,"{'lon': 128.74, 'lat': -15.77}",1552289400.0,2068110.0,"{'temp': 95, 'pressure': 1008, 'humidity': 50, 'temp_min': 95, 'temp_max': 95}",,Kununurra,,,"{'type': 1, 'id': 9587, 'message': 0.0041, 'country': 'AU', 'sunrise': 1552253242, 'sunset': 1552297356}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 3.36, 'deg': 260}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 92},200,"{'lon': -64.26, 'lat': -27.8}",1552291593.0,3835869.0,"{'temp': 62.16, 'pressure': 1015.61, 'humidity': 99, 'temp_min': 62.16, 'temp_max': 62.16, 'sea_level': 1015.61, 'grnd_level': 993.43}",,Santiago del Estero,{'3h': 2.35625},,"{'message': 0.004, 'country': 'AR', 'sunrise': 1552299337, 'sunset': 1552343872}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 5.64, 'deg': 216.001}"
stations,{'all': 1},200,"{'lon': -120.48, 'lat': 37.3}",1552291497.0,5372253.0,"{'temp': 42.46, 'pressure': 1016, 'humidity': 100, 'temp_min': 32, 'temp_max': 46.4}",,Merced,,,"{'type': 1, 'id': 4865, 'message': 0.0059, 'country': 'US', 'sunrise': 1552313909, 'sunset': 1552356341}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.82, 'deg': 340}"
stations,{'all': 0},200,"{'lon': -46.03, 'lat': 60.72}",1552287000.0,3420846.0,"{'temp': 23, 'pressure': 1002, 'humidity': 57, 'temp_min': 23, 'temp_max': 23}",,Qaqortoq,,,"{'type': 1, 'id': 47, 'message': 0.0033, 'country': 'GL', 'sunrise': 1552296792, 'sunset': 1552337774}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 60}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 0},200,"{'lon': 24.53, 'lat': -32.25}",1552291594.0,1000543.0,"{'temp': 75.43, 'pressure': 1014.85, 'humidity': 81, 'temp_min': 75.43, 'temp_max': 75.43, 'sea_level': 1014.85, 'grnd_level': 919.67}",,Graaff-Reinet,,,"{'message': 0.0033, 'country': 'ZA', 'sunrise': 1552277916, 'sunset': 1552322677}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.16, 'deg': 254.501}"
stations,{'all': 75},200,"{'lon': -109.91, 'lat': 22.89}",1552291300.0,3985710.0,"{'temp': 66.34, 'pressure': 1013, 'humidity': 72, 'temp_min': 63, 'temp_max': 69.01}",,Cabo San Lucas,,,"{'type': 1, 'id': 7165, 'message': 0.005, 'country': 'MX', 'sunrise': 1552311119, 'sunset': 1552354043}",19312.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 10}"
stations,{'all': 0},200,"{'lon': 43.97, 'lat': 26.33}",1552287600.0,107304.0,"{'temp': 66.2, 'pressure': 1019, 'humidity': 37, 'temp_min': 66.2, 'temp_max': 66.2}",,Buraydah,,,"{'type': 1, 'id': 7411, 'message': 0.0034, 'country': 'SA', 'sunrise': 1552274271, 'sunset': 1552317046}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.24, 'deg': 310}"
stations,{'all': 48},200,"{'lon': -51.1, 'lat': 69.22}",1552287000.0,3423146.0,"{'temp': 8.6, 'pressure': 1010, 'humidity': 71, 'temp_min': 8.6, 'temp_max': 8.6}",,Ilulissat,,,"{'type': 1, 'id': 165, 'message': 0.0046, 'country': 'GL', 'sunrise': 1552298594, 'sunset': 1552338441}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 11.41, 'deg': 110}"
stations,{'all': 20},200,"{'lon': 22.54, 'lat': 40.71}",1552291571.0,735115.0,"{'temp': 64, 'pressure': 1011, 'humidity': 54, 'temp_min': 61, 'temp_max': 68}",,Mikron Monastirion,,,"{'type': 3, 'id': 19931, 'message': 0.005, 'country': 'GR', 'sunrise': 1552279695, 'sunset': 1552321924}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3, 'deg': 296, 'gust': 4.02}"
stations,{'all': 0},200,"{'lon': 114.93, 'lat': 25.86}",1552291595.0,1810638.0,"{'temp': 64.59, 'pressure': 1015.65, 'humidity': 66, 'temp_min': 64.59, 'temp_max': 64.59, 'sea_level': 1015.65, 'grnd_level': 983.27}",,Ganzhou,,,"{'message': 0.0035, 'country': 'CN', 'sunrise': 1552257244, 'sunset': 1552300018}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.74, 'deg': 9.00085}"
stations,{'all': 90},200,"{'lon': 140.78, 'lat': -37.83}",1552287600.0,2156643.0,"{'temp': 62.6, 'pressure': 1010, 'humidity': 63, 'temp_min': 62.6, 'temp_max': 62.6}",,Mount Gambier,,,"{'type': 1, 'id': 9560, 'message': 0.0036, 'country': 'AU', 'sunrise': 1552249850, 'sunset': 1552294945}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 16.11, 'deg': 270}"
stations,{'all': 90},200,"{'lon': 3.91, 'lat': 46.42}",1552291241.0,2980080.0,"{'temp': 42.33, 'pressure': 1028, 'humidity': 81, 'temp_min': 42.01, 'temp_max': 42.8}",,Saint-Francois,,,"{'type': 1, 'id': 6499, 'message': 0.0036, 'country': 'FR', 'sunrise': 1552284303, 'sunset': 1552326264}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 12.75, 'deg': 270}"
stations,{'all': 0},200,"{'lon': 22.13, 'lat': -30.97}",1552291596.0,1014034.0,"{'temp': 73.81, 'pressure': 1014.25, 'humidity': 23, 'temp_min': 73.81, 'temp_max': 73.81, 'sea_level': 1014.25, 'grnd_level': 865.51}",,Carnarvon,,,"{'message': 0.0044, 'country': 'ZA', 'sunrise': 1552278523, 'sunset': 1552323223}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10, 'deg': 22.0009}"
stations,{'all': 88},200,"{'lon': -58.16, 'lat': 6.8}",1552291566.0,3378644.0,"{'temp': 77.1, 'pressure': 1012.29, 'humidity': 81, 'temp_min': 77.1, 'temp_max': 77.1, 'sea_level': 1012.29, 'grnd_level': 1011.43}",,Georgetown,,,"{'message': 0.0042, 'country': 'GY', 'sunrise': 1552298460, 'sunset': 1552341853}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 6.42, 'deg': 52.0009}"
stations,{'all': 75},200,"{'lon': 139.49, 'lat': -20.73}",1552289400.0,2065594.0,"{'temp': 102.2, 'pressure': 1010, 'humidity': 22, 'temp_min': 102.2, 'temp_max': 102.2}",,Mount Isa,,,"{'type': 1, 'id': 9495, 'message': 0.0041, 'country': 'AU', 'sunrise': 1552250567, 'sunset': 1552294867}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 11.41, 'deg': 80}"
stations,{'all': 12},200,"{'lon': -99.65, 'lat': 37.17}",1552291224.0,4267710.0,"{'temp': 30.99, 'pressure': 1025, 'humidity': 70, 'temp_min': 30.99, 'temp_max': 30.99}",,Sitka,,,"{'type': 3, 'id': 2005167, 'message': 0.0033, 'country': 'US', 'sunrise': 1552308913, 'sunset': 1552351341}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.06, 'deg': 95.0009}"
stations,{'all': 32},200,"{'lon': 86.03, 'lat': 44.3}",1552291597.0,1529195.0,"{'temp': 31.6, 'pressure': 1027.29, 'humidity': 100, 'temp_min': 31.6, 'temp_max': 31.6, 'sea_level': 1027.29, 'grnd_level': 966.95}",,Shihezi,,,"{'message': 0.0036, 'country': 'CN', 'sunrise': 1552264563, 'sunset': 1552306591}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.74, 'deg': 56.0009}"
stations,{'all': 0},200,"{'lon': 33.03, 'lat': 40.24}",1552291008.0,748870.0,"{'temp': 49.06, 'pressure': 1017, 'humidity': 39, 'temp_min': 46, 'temp_max': 54}",,Cubuk,,,"{'type': 1, 'id': 6947, 'message': 0.0035, 'country': 'TR', 'sunrise': 1552277169, 'sunset': 1552319414}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.7, 'deg': 150}"
stations,{'all': 75},200,"{'lon': -135.01, 'lat': 68.22}",1552287600.0,5882953.0,"{'temp': 10.4, 'pressure': 985, 'humidity': 85, 'temp_min': 10.4, 'temp_max': 10.4}",,Aklavik,,,"{'type': 1, 'id': 796, 'message': 0.0047, 'country': 'CA', 'sunrise': 1552318582, 'sunset': 1552358717}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 280}"
stations,{'all': 32},200,"{'lon': -139.03, 'lat': -9.8}",1552291597.0,4020109.0,"{'temp': 82.36, 'pressure': 1011.25, 'humidity': 100, 'temp_min': 82.36, 'temp_max': 82.36, 'sea_level': 1011.25, 'grnd_level': 1011.19}",,Atuona,,,"{'message': 0.0038, 'country': 'PF', 'sunrise': 1552317613, 'sunset': 1552361496}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 10.22, 'deg': 124.501}"
stations,{'all': 20},200,"{'lon': -59.52, 'lat': 13.22}",1552287600.0,3374083.0,"{'temp': 77, 'pressure': 1013, 'humidity': 65, 'temp_min': 77, 'temp_max': 77}",,Bathsheba,,,"{'type': 1, 'id': 8772, 'message': 0.0039, 'country': 'BB', 'sunrise': 1552298882, 'sunset': 1552342089}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 16.11, 'deg': 70}"
stations,{'all': 0},200,"{'lon': -72.07, 'lat': -45.58}",1552287600.0,3894426.0,"{'temp': 51.8, 'pressure': 1013, 'humidity': 71, 'temp_min': 51.8, 'temp_max': 51.8}",,Coihaique,,,"{'type': 1, 'id': 8491, 'message': 0.0049, 'country': 'CL', 'sunrise': 1552300723, 'sunset': 1552346208}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.93, 'deg': 30}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 32},200,"{'lon': -151.02, 'lat': -16.7}",1552291598.0,4034496.0,"{'temp': 81.69, 'pressure': 1012.17, 'humidity': 100, 'temp_min': 81.69, 'temp_max': 81.69, 'sea_level': 1012.17, 'grnd_level': 1011.03}",,Fare,,,"{'message': 0.0234, 'country': 'PF', 'sunrise': 1552320377, 'sunset': 1552364480}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 11.23, 'deg': 78.0009}"
stations,{'all': 64},200,"{'lon': 133.88, 'lat': -23.7}",1552289400.0,2077895.0,"{'temp': 107.6, 'pressure': 1011, 'humidity': 10, 'temp_min': 107.6, 'temp_max': 107.6}",,Alice Springs,,,"{'type': 1, 'id': 9483, 'message': 0.0039, 'country': 'AU', 'sunrise': 1552251853, 'sunset': 1552296270}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.82, 'deg': 220}"
stations,{'all': 90},200,"{'lon': -114.44, 'lat': 49.61}",1552290300.0,5903535.0,"{'temp': 28.4, 'pressure': 1011, 'humidity': 54, 'temp_min': 28.4, 'temp_max': 28.4}",,Blairmore,,,"{'type': 1, 'id': 1038, 'message': 0.0041, 'country': 'CA', 'sunrise': 1552312757, 'sunset': 1552354614}",9656.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 35.57, 'deg': 270, 'gust': 20.6}"
stations,{'all': 20},200,"{'lon': 170.27, 'lat': 69.7}",1552291599.0,2122090.0,"{'temp': -22.18, 'pressure': 1015.49, 'humidity': 96, 'temp_min': -22.18, 'temp_max': -22.18, 'sea_level': 1015.49, 'grnd_level': 1007.43}",,Pevek,,,"{'message': 0.0036, 'country': 'RU', 'sunrise': 1552245680, 'sunset': 1552285119}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.83, 'deg': 261.001}"
,,404,,,,,city not found,,,,,,,
,,404,,,,,city not found,,,,,,,
stations,{'all': 90},200,"{'lon': -94.42, 'lat': 30.04}",1552291580.0,4732862.0,"{'temp': 69.67, 'pressure': 1019, 'humidity': 94, 'temp_min': 68, 'temp_max': 71.6}",,Nome,,,"{'type': 1, 'id': 3476, 'message': 0.0043, 'country': 'US', 'sunrise': 1552307524, 'sunset': 1552350212}",2012.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]","{'speed': 5.82, 'deg': 100}"
stations,{'all': 24},200,"{'lon': -46.05, 'lat': 60.91}",1552287000.0,3421719.0,"{'temp': 23, 'pressure': 1002, 'humidity': 57, 'temp_min': 23, 'temp_max': 23}",,Narsaq,,,"{'type': 1, 'id': 47, 'message': 0.0043, 'country': 'GL', 'sunrise': 1552296807, 'sunset': 1552337770}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 4.7, 'deg': 60}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 0},200,"{'lon': 0.34, 'lat': 46.58}",1552291362.0,2986495.0,"{'temp': 42.8, 'pressure': 1031, 'humidity': 81, 'temp_min': 42.01, 'temp_max': 44.01}",,Poitiers,,,"{'type': 1, 'id': 6460, 'message': 0.0041, 'country': 'FR', 'sunrise': 1552285163, 'sunset': 1552327118}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 12.75, 'deg': 270}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 44},200,"{'lon': 72.93, 'lat': 0.53}",1552291600.0,1337610.0,"{'temp': 82, 'pressure': 1011.45, 'humidity': 100, 'temp_min': 82, 'temp_max': 82, 'sea_level': 1011.45, 'grnd_level': 1011.43}",,Thinadhoo,,,"{'message': 0.0036, 'country': 'MV', 'sunrise': 1552266910, 'sunset': 1552310486}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 8.43, 'deg': 337.501}"
stations,{'all': 40},200,"{'lon': 10.7, 'lat': 63.83}",1552291564.0,7626384.0,"{'temp': 23.83, 'pressure': 1004, 'humidity': 78, 'temp_min': 17.6, 'temp_max': 28.99}",,Hovd,,,"{'type': 1, 'id': 1676, 'message': 0.0037, 'country': 'NO', 'sunrise': 1552283385, 'sunset': 1552323967}",10000.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]","{'speed': 3.36, 'deg': 290}"
stations,{'all': 80},200,"{'lon': -37.64, 'lat': 65.61}",1552287000.0,3424607.0,"{'temp': 19.4, 'pressure': 1001, 'humidity': 57, 'temp_min': 19.4, 'temp_max': 19.4}",,Tasiilaq,,,"{'type': 1, 'id': 81, 'message': 0.0039, 'country': 'GL', 'sunrise': 1552295077, 'sunset': 1552335481}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 280}"
stations,{'all': 56},200,"{'lon': 123.37, 'lat': 66.77}",1552291421.0,2012530.0,"{'temp': 8.79, 'pressure': 1013.61, 'humidity': 71, 'temp_min': 8.79, 'temp_max': 8.79, 'sea_level': 1013.61, 'grnd_level': 1004.95}",,Zhigansk,,,"{'message': 0.0042, 'country': 'RU', 'sunrise': 1552256626, 'sunset': 1552296665}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.95, 'deg': 165.001}"
stations,{'all': 75},200,"{'lon': 6.91, 'lat': 62.91}",1552291259.0,7626370.0,"{'temp': 29.46, 'pressure': 1006, 'humidity': 86, 'temp_min': 28.4, 'temp_max': 30.2}",,Bud,,,"{'type': 1, 'id': 1643, 'message': 0.0043, 'country': 'NO', 'sunrise': 1552284236, 'sunset': 1552324931}",10000.0,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]","{'speed': 8.05, 'deg': 30}"
stations,{'all': 20},200,"{'lon': 92.75, 'lat': 11.67}",1552287600.0,1259385.0,"{'temp': 86, 'pressure': 1013, 'humidity': 55, 'temp_min': 86, 'temp_max': 86}",,Port Blair,,,"{'type': 1, 'id': 9215, 'message': 0.0041, 'country': 'IN', 'sunrise': 1552262329, 'sunset': 1552305565}",6000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 12.75, 'deg': 50}"
stations,{'all': 88},200,"{'lon': 26.19, 'lat': 59.1}",1552291602.0,588365.0,"{'temp': 26.25, 'pressure': 990.21, 'humidity': 91, 'temp_min': 26.25, 'temp_max': 26.25, 'sea_level': 990.21, 'grnd_level': 982.15}",,Vao,,,"{'message': 0.0039, 'country': 'EE', 'sunrise': 1552279416, 'sunset': 1552320486}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 5.19, 'deg': 256.001}"
stations,{'all': 20},200,"{'lon': -52.73, 'lat': 47.66}",1552291284.0,6167817.0,"{'temp': 19.24, 'pressure': 1033, 'humidity': 79, 'temp_min': 15.01, 'temp_max': 24.01}",,Torbay,,,"{'type': 1, 'id': 998, 'message': 0.0043, 'country': 'CA', 'sunrise': 1552297912, 'sunset': 1552339840}",24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 12.75, 'deg': 250}"
stations,{'all': 24},200,"{'lon': 74.84, 'lat': 61.13}",1552291602.0,1500399.0,"{'temp': 30.93, 'pressure': 1009.41, 'humidity': 82, 'temp_min': 30.93, 'temp_max': 30.93, 'sea_level': 1009.41, 'grnd_level': 1004.07}",,Lokosovo,,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1552267868, 'sunset': 1552308693}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 16.04, 'deg': 253.501}"
stations,{'all': 1},200,"{'lon': -115.58, 'lat': 53.65}",1552287600.0,5921525.0,"{'temp': 30.2, 'pressure': 1006, 'humidity': 39, 'temp_min': 30.2, 'temp_max': 30.2}",,Mackay,,,"{'type': 1, 'id': 794, 'message': 0.0035, 'country': 'CA', 'sunrise': 1552313158, 'sunset': 1552354768}",14484.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 300}"
stations,{'all': 0},200,"{'lon': 27.74, 'lat': -23.67}",1552291602.0,1005768.0,"{'temp': 85.29, 'pressure': 1015.53, 'humidity': 44, 'temp_min': 85.29, 'temp_max': 85.29, 'sea_level': 1015.53, 'grnd_level': 921.27}",,Ellisras,,,"{'message': 0.0035, 'country': 'ZA', 'sunrise': 1552277335, 'sunset': 1552321726}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 14.03, 'deg': 55.5009}"
stations,{'all': 12},200,"{'lon': 14.87, 'lat': -5.25}",1552291603.0,2312888.0,"{'temp': 82.27, 'pressure': 1012.25, 'humidity': 77, 'temp_min': 82.27, 'temp_max': 82.27, 'sea_level': 1012.25, 'grnd_level': 947.51}",,Mbanza-Ngungu,,,"{'message': 0.0036, 'country': 'CD', 'sunrise': 1552280751, 'sunset': 1552324504}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.74, 'deg': 277.501}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 80},200,"{'lon': 169.27, 'lat': -19.55}",1552291603.0,2136825.0,"{'temp': 76.42, 'pressure': 1012.93, 'humidity': 100, 'temp_min': 76.42, 'temp_max': 76.42, 'sea_level': 1012.93, 'grnd_level': 1010.79}",,Isangel,{'3h': 2.325},,"{'message': 0.0041, 'country': 'VU', 'sunrise': 1552243442, 'sunset': 1552287702}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.88, 'deg': 93.0009}"
