base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,visibility,weather,wind
stations,{'all': 0},200,"{'lon': 58.36, 'lat': 29.11}",1552291631.0,141736.0,"{'temp': 62.47, 'pressure': 1010.93, 'humidity': 37, 'temp_min': 62.47, 'temp_max': 62.47, 'sea_level': 1010.93, 'grnd_level': 872.79}",,Bam,,,"{'message': 0.0035, 'country': 'IR', 'sunrise': 1552270870, 'sunset': 1552313544}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 7.54, 'deg': 127.501}"
stations,{'all': 76},200,"{'lon': 96.13, 'lat': 4.14}",1552291632.0,1214488.0,"{'temp': 79.75, 'pressure': 1011.09, 'humidity': 100, 'temp_min': 79.75, 'temp_max': 79.75, 'sea_level': 1011.09, 'grnd_level': 1008.95}",,Meulaboh,{'3h': 1.20125},,"{'message': 0.0037, 'country': 'ID', 'sunrise': 1552261400, 'sunset': 1552304865}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 6.98, 'deg': 165.501}"
stations,{'all': 44},200,"{'lon': -89.83, 'lat': 13.59}",1552291550.0,3587498.0,"{'temp': 71.01, 'pressure': 1015, 'humidity': 76, 'temp_min': 71.01, 'temp_max': 71.01}",,Acajutla,,,"{'type': 3, 'id': 2016335, 'message': 0.0035, 'country': 'SV', 'sunrise': 1552306159, 'sunset': 1552349358}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.39, 'deg': 44.0009}"
stations,{'all': 24},200,"{'lon': -4.43, 'lat': 8.36}",1552291632.0,2290609.0,"{'temp': 79.53, 'pressure': 1012.97, 'humidity': 78, 'temp_min': 79.53, 'temp_max': 79.53, 'sea_level': 1012.97, 'grnd_level': 984.15}",,Dabakala,,,"{'message': 0.0035, 'country': 'CI', 'sunrise': 1552285592, 'sunset': 1552328936}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.63, 'deg': 287.501}"
stations,{'all': 24},200,"{'lon': -1.75, 'lat': 4.89}",1552291632.0,2294915.0,"{'temp': 83.49, 'pressure': 1012.81, 'humidity': 95, 'temp_min': 83.49, 'temp_max': 83.49, 'sea_level': 1012.81, 'grnd_level': 1009.75}",,Takoradi,,,"{'message': 0.0046, 'country': 'GH', 'sunrise': 1552284896, 'sunset': 1552328343}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.62, 'deg': 238.501}"
stations,{'all': 24},200,"{'lon': -87.45, 'lat': 13.43}",1552291634.0,3601977.0,"{'temp': 81.69, 'pressure': 1011.09, 'humidity': 73, 'temp_min': 81.69, 'temp_max': 81.69, 'sea_level': 1011.09, 'grnd_level': 1007.75}",,San Lorenzo,,,"{'message': 0.0062, 'country': 'HN', 'sunrise': 1552305586, 'sunset': 1552348789}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 15.03, 'deg': 68.5009}"
stations,{'all': 0},200,"{'lon': -58.74, 'lat': -38.55}",1552291316.0,3430443.0,"{'temp': 56.39, 'pressure': 1019, 'humidity': 88, 'temp_min': 55, 'temp_max': 57}",,Necochea,,,"{'type': 3, 'id': 2006665, 'message': 0.0041, 'country': 'AR', 'sunrise': 1552297747, 'sunset': 1552342799}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.99, 'deg': 315, 'gust': 1.79}"
stations,{'all': 20},200,"{'lon': -53.28, 'lat': 47.58}",1552291284.0,5895424.0,"{'temp': 19.26, 'pressure': 1034, 'humidity': 85, 'temp_min': 15.01, 'temp_max': 24.01}",,Bay Roberts,,,"{'type': 1, 'id': 554, 'message': 0.0038, 'country': 'CA', 'sunrise': 1552298042, 'sunset': 1552339974}",24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.82, 'deg': 170}"
stations,{'all': 0},200,"{'lon': 9.97, 'lat': 59.4}",1552291599.0,7626348.0,"{'temp': 19.62, 'pressure': 1004, 'humidity': 62, 'temp_min': 14, 'temp_max': 27}",,Svarstad,,,"{'type': 1, 'id': 1679, 'message': 0.0057, 'country': 'NO', 'sunrise': 1552283315, 'sunset': 1552324372}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.7, 'deg': 330}"
stations,{'all': 40},200,"{'lon': 57.07, 'lat': 27.15}",1552289400.0,123941.0,"{'temp': 72.55, 'pressure': 1017, 'humidity': 53, 'temp_min': 71.6, 'temp_max': 73.4}",,Minab,,,"{'type': 1, 'id': 7486, 'message': 0.0042, 'country': 'IR', 'sunrise': 1552271143, 'sunset': 1552313888}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 10.45, 'deg': 247.001}"
stations,{'all': 64},200,"{'lon': -51.74, 'lat': 64.17}",1552291364.0,3421319.0,"{'temp': 17.33, 'pressure': 1008, 'humidity': 72, 'temp_min': 17.01, 'temp_max': 17.6}",,Nuuk,,,"{'type': 1, 'id': 86, 'message': 0.0047, 'country': 'GL', 'sunrise': 1552298356, 'sunset': 1552338963}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 9.17, 'deg': 310}"
stations,{'all': 0},200,"{'lon': 122.97, 'lat': 39.7}",1552291635.0,1784055.0,"{'temp': 47.13, 'pressure': 1005.81, 'humidity': 58, 'temp_min': 47.13, 'temp_max': 47.13, 'sea_level': 1005.81, 'grnd_level': 1003.27}",,Zhuanghe,,,"{'message': 0.0055, 'country': 'CN', 'sunrise': 1552255595, 'sunset': 1552297824}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 12.46, 'deg': 261.501}"
stations,{'all': 0},200,"{'lon': -73.83, 'lat': -41.87}",1552287600.0,3899695.0,"{'temp': 48.2, 'pressure': 1015, 'humidity': 100, 'temp_min': 48.2, 'temp_max': 48.2}",,Ancud,,,"{'type': 1, 'id': 8512, 'message': 0.0038, 'country': 'CL', 'sunrise': 1552301271, 'sunset': 1552346511}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.24, 'deg': 170}"
stations,{'all': 90},200,"{'lon': -97.51, 'lat': 25.87}",1552291529.0,3523466.0,"{'temp': 72.12, 'pressure': 1016, 'humidity': 100, 'temp_min': 71.01, 'temp_max': 73.4}",,Matamoros,,,"{'type': 1, 'id': 3496, 'message': 0.0051, 'country': 'US', 'sunrise': 1552308194, 'sunset': 1552351021}",14484.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 9.17, 'deg': 140}"
stations,{'all': 0},200,"{'lon': -114.04, 'lat': 27.97}",1552291636.0,4021858.0,"{'temp': 44.7, 'pressure': 1014.37, 'humidity': 100, 'temp_min': 44.7, 'temp_max': 44.7, 'sea_level': 1014.37, 'grnd_level': 1002.79}",,Guerrero Negro,,,"{'message': 0.0044, 'country': 'MX', 'sunrise': 1552312193, 'sunset': 1552354956}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.85, 'deg': 353.001}"
stations,{'all': 76},200,"{'lon': 129.68, 'lat': 49.74}",1552291636.0,2017487.0,"{'temp': 34.98, 'pressure': 1000.85, 'humidity': 55, 'temp_min': 34.98, 'temp_max': 34.98, 'sea_level': 1000.85, 'grnd_level': 979.75}",,Progress,,,"{'message': 0.0032, 'country': 'RU', 'sunrise': 1552254258, 'sunset': 1552295956}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.75, 'deg': 143.001}"
stations,{'all': 90},200,"{'lon': 29.36, 'lat': 62.78}",1552288800.0,643453.0,"{'temp': 14, 'pressure': 989, 'humidity': 92, 'temp_min': 14, 'temp_max': 14}",,Sola,,,"{'type': 1, 'id': 1338, 'message': 0.0037, 'country': 'FI', 'sunrise': 1552278852, 'sunset': 1552319540}",1800.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 3.36, 'deg': 80}"
stations,{'all': 75},200,"{'lon': 103.33, 'lat': 3.82}",1552287600.0,1735227.0,"{'temp': 91.15, 'pressure': 1010, 'humidity': 70, 'temp_min': 91, 'temp_max': 91.4}",,Kuantan,,,"{'type': 1, 'id': 9432, 'message': 0.0033, 'country': 'MY', 'sunrise': 1552259667, 'sunset': 1552303142}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.82, 'deg': 100}"
stations,{'all': 0},200,"{'lon': -67.48, 'lat': -45.87}",1552287600.0,3860443.0,"{'temp': 73.4, 'pressure': 1007, 'humidity': 23, 'temp_min': 73.4, 'temp_max': 73.4}",,Comodoro Rivadavia,,,"{'type': 1, 'id': 8284, 'message': 0.0044, 'country': 'AR', 'sunrise': 1552299610, 'sunset': 1552345118}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.87, 'deg': 270}"
stations,{'all': 40},200,"{'lon': 36.89, 'lat': -17.88}",1552287600.0,1028434.0,"{'temp': 82.15, 'pressure': 1013, 'humidity': 78, 'temp_min': 82, 'temp_max': 82.4}",,Quelimane,,,"{'type': 1, 'id': 2208, 'message': 0.0045, 'country': 'MZ', 'sunrise': 1552275251, 'sunset': 1552319425}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 8.05, 'deg': 210}"
stations,{'all': 20},200,"{'lon': -2.75, 'lat': 52.71}",1552291623.0,2637891.0,"{'temp': 38.93, 'pressure': 1022, 'humidity': 88, 'temp_min': 35.01, 'temp_max': 42.01}",,Shrewsbury,{'1h': 0.35},,"{'type': 1, 'id': 1424, 'message': 0.0052, 'country': 'GB', 'sunrise': 1552286091, 'sunset': 1552327684}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 13.87, 'deg': 290, 'gust': 11.8}"
stations,{'all': 0},200,"{'lon': 107.54, 'lat': 47.25}",1552291637.0,2030079.0,"{'temp': 21.7, 'pressure': 1023.81, 'humidity': 20, 'temp_min': 21.7, 'temp_max': 21.7, 'sea_level': 1023.81, 'grnd_level': 844.39}",,Bayan,,,"{'message': 0.0032, 'country': 'MN', 'sunrise': 1552259489, 'sunset': 1552301347}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 16.82, 'deg': 327.001}"
stations,{'all': 0},200,"{'lon': -13.58, 'lat': 10.36}",1552291638.0,2420883.0,"{'temp': 76.83, 'pressure': 1012.69, 'humidity': 79, 'temp_min': 76.83, 'temp_max': 76.83, 'sea_level': 1012.69, 'grnd_level': 1001.67}",,Fria,,,"{'message': 0.0029, 'country': 'GN', 'sunrise': 1552287818, 'sunset': 1552331104}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.74, 'deg': 148.001}"
stations,{'all': 92},200,"{'lon': 62.5, 'lat': 56.84}",1552291638.0,1486164.0,"{'temp': 34.3, 'pressure': 1010.93, 'humidity': 99, 'temp_min': 34.3, 'temp_max': 34.3, 'sea_level': 1010.93, 'grnd_level': 992.63}",,Yelanskiy,,,"{'message': 0.0034, 'country': 'RU', 'sunrise': 1552270616, 'sunset': 1552311854}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 10.22, 'deg': 185.501}"
stations,{'all': 0},200,"{'lon': -0.29, 'lat': 27.87}",1552287600.0,2508813.0,"{'temp': 57.2, 'pressure': 1020, 'humidity': 41, 'temp_min': 57.2, 'temp_max': 57.2}",,Adrar,,,"{'type': 1, 'id': 1098, 'message': 0.0038, 'country': 'DZ', 'sunrise': 1552284912, 'sunset': 1552327647}",4000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]","{'speed': 14.99, 'deg': 350}"
stations,{'all': 92},200,"{'lon': 14.43, 'lat': 27.03}",1552291638.0,2212775.0,"{'temp': 69.9, 'pressure': 1018.21, 'humidity': 24, 'temp_min': 69.9, 'temp_max': 69.9, 'sea_level': 1018.21, 'grnd_level': 967.67}",,Sabha,,,"{'message': 0.0027, 'country': 'LY', 'sunrise': 1552281367, 'sunset': 1552324127}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 16.6, 'deg': 140.501}"
stations,{'all': 75},200,"{'lon': 117.63, 'lat': 3.3}",1552289400.0,1624725.0,"{'temp': 80.6, 'pressure': 1009, 'humidity': 83, 'temp_min': 80.6, 'temp_max': 80.6}",,Tarakan,,,"{'type': 1, 'id': 9378, 'message': 0.0039, 'country': 'ID', 'sunrise': 1552256228, 'sunset': 1552299718}",9000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.24, 'deg': 150}"
stations,{'all': 36},200,"{'lon': -44.56, 'lat': -7.23}",1552291639.0,3385658.0,"{'temp': 70.48, 'pressure': 1010.57, 'humidity': 93, 'temp_min': 70.48, 'temp_max': 70.48, 'sea_level': 1010.57, 'grnd_level': 977.91}",,Urucui,,,"{'message': 0.003, 'country': 'BR', 'sunrise': 1552294982, 'sunset': 1552338793}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 7.31, 'deg': 347.501}"
stations,{'all': 92},200,"{'lon': -15.21, 'lat': 64.25}",1552291639.0,2630299.0,"{'temp': 37.81, 'pressure': 1001.17, 'humidity': 100, 'temp_min': 37.81, 'temp_max': 37.81, 'sea_level': 1001.17, 'grnd_level': 990.31}",,Hofn,{'3h': 0.12125},,"{'message': 0.0045, 'country': 'IS', 'sunrise': 1552289615, 'sunset': 1552330173}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 12.24, 'deg': 74.5009}"
stations,{'all': 68},200,"{'lon': 136.9, 'lat': 50.23}",1552291639.0,2027749.0,"{'temp': 27.1, 'pressure': 1005.69, 'humidity': 72, 'temp_min': 27.1, 'temp_max': 27.1, 'sea_level': 1005.69, 'grnd_level': 983.03}",,Amursk,,,"{'message': 0.0034, 'country': 'RU', 'sunrise': 1552252544, 'sunset': 1552294207}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 1.95, 'deg': 23.0009}"
stations,{'all': 56},200,"{'lon': -52.37, 'lat': -29.98}",1552291639.0,3451102.0,"{'temp': 62.65, 'pressure': 1018.93, 'humidity': 97, 'temp_min': 62.65, 'temp_max': 62.65, 'sea_level': 1018.93, 'grnd_level': 1009.43}",,Rio Pardo,,,"{'message': 0.0034, 'country': 'BR', 'sunrise': 1552296434, 'sunset': 1552341066}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 8.66, 'deg': 94.5009}"
stations,{'all': 0},200,"{'lon': -15.98, 'lat': 18.08}",1552289400.0,2377450.0,"{'temp': 60.8, 'pressure': 1016, 'humidity': 18, 'temp_min': 60.8, 'temp_max': 60.8}",,Nouakchott,,,"{'type': 1, 'id': 2482, 'message': 0.0039, 'country': 'MR', 'sunrise': 1552288513, 'sunset': 1552331567}",8000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.05, 'deg': 60}"
stations,{'all': 20},200,"{'lon': 140.83, 'lat': 35.73}",1552291543.0,2112802.0,"{'temp': 61.23, 'pressure': 993, 'humidity': 59, 'temp_min': 60.8, 'temp_max': 62.6}",,Hasaki,,,"{'type': 1, 'id': 7955, 'message': 0.0035, 'country': 'JP', 'sunrise': 1552251225, 'sunset': 1552293618}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.05, 'deg': 260}"
stations,{'all': 20},200,"{'lon': -114.34, 'lat': 34.47}",1552291506.0,5301388.0,"{'temp': 52.18, 'pressure': 1013, 'humidity': 68, 'temp_min': 51.01, 'temp_max': 54}",,Lake Havasu City,,,"{'type': 1, 'id': 4365, 'message': 0.0074, 'country': 'US', 'sunrise': 1552312382, 'sunset': 1552354919}",16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.39, 'deg': 320.501}"
stations,{'all': 0},200,"{'lon': -49.33, 'lat': -5.13}",1552287600.0,3397851.0,"{'temp': 77, 'pressure': 1010, 'humidity': 88, 'temp_min': 77, 'temp_max': 77}",,Itupiranga,,,"{'type': 1, 'id': 8403, 'message': 0.0049, 'country': 'BR', 'sunrise': 1552296159, 'sunset': 1552339906}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 320}"
stations,{'all': 48},200,"{'lon': -77.61, 'lat': -11.1}",1552291640.0,3939761.0,"{'temp': 69.22, 'pressure': 1009.17, 'humidity': 90, 'temp_min': 69.22, 'temp_max': 69.22, 'sea_level': 1009.17, 'grnd_level': 971.19}",,Hualmay,,,"{'message': 0.0037, 'country': 'PE', 'sunrise': 1552302851, 'sunset': 1552346781}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.85, 'deg': 144.501}"
stations,{'all': 0},200,"{'lon': -85.87, 'lat': 11.25}",1552291641.0,3616726.0,"{'temp': 77.64, 'pressure': 1010.45, 'humidity': 77, 'temp_min': 77.64, 'temp_max': 77.64, 'sea_level': 1010.45, 'grnd_level': 1002.39}",,San Juan del Sur,,,"{'message': 0.004, 'country': 'NI', 'sunrise': 1552305174, 'sunset': 1552348441}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 20.85, 'deg': 66.5009}"
stations,{'all': 0},200,"{'lon': -15.83, 'lat': 11.28}",1552291641.0,2374583.0,"{'temp': 79.03, 'pressure': 1012.41, 'humidity': 90, 'temp_min': 79.03, 'temp_max': 79.03, 'sea_level': 1012.41, 'grnd_level': 1012.07}",,Bubaque,,,"{'message': 0.0037, 'country': 'GW', 'sunrise': 1552288372, 'sunset': 1552331630}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.68, 'deg': 29.5009}"
stations,{'all': 75},200,"{'lon': -70.4, 'lat': -23.65}",1552287600.0,3899539.0,"{'temp': 64.4, 'pressure': 1011, 'humidity': 77, 'temp_min': 64.4, 'temp_max': 64.4}",,Antofagasta,,,"{'type': 1, 'id': 8488, 'message': 0.0033, 'country': 'CL', 'sunrise': 1552300896, 'sunset': 1552345264}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 6.93, 'deg': 220}"
stations,{'all': 1},200,"{'lon': -103.85, 'lat': 44.67}",1552291504.0,5762718.0,"{'temp': 14.47, 'pressure': 1021, 'humidity': 57, 'temp_min': 5, 'temp_max': 21}",,Belle Fourche,,,"{'type': 1, 'id': 5898, 'message': 0.0045, 'country': 'US', 'sunrise': 1552310086, 'sunset': 1552352194}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 210}"
stations,{'all': 90},200,"{'lon': -127.42, 'lat': 50.7}",1552287600.0,6111862.0,"{'temp': 39.2, 'pressure': 1018, 'humidity': 69, 'temp_min': 39.2, 'temp_max': 39.2}",,Port Hardy,,,"{'type': 1, 'id': 1011, 'message': 0.0053, 'country': 'CA', 'sunrise': 1552315900, 'sunset': 1552357702}",24140.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.36, 'deg': 190}"
stations,{'all': 88},200,"{'lon': -173.23, 'lat': 64.42}",1552291642.0,4031574.0,"{'temp': 15.09, 'pressure': 989.93, 'humidity': 100, 'temp_min': 15.09, 'temp_max': 15.09, 'sea_level': 989.93, 'grnd_level': 983.27}",,Provideniya,,,"{'message': 0.0035, 'country': 'RU', 'sunrise': 1552327457, 'sunset': 1552368167}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 26.78, 'deg': 21.5009}"
stations,{'all': 0},200,"{'lon': 51.87, 'lat': 32.01}",1552291642.0,417594.0,"{'temp': 48.88, 'pressure': 1009.61, 'humidity': 35, 'temp_min': 48.88, 'temp_max': 48.88, 'sea_level': 1009.61, 'grnd_level': 761.19}",,Shahreza,,,"{'message': 0.0032, 'country': 'IR', 'sunrise': 1552272480, 'sunset': 1552315051}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.39, 'deg': 277.001}"
stations,{'all': 0},200,"{'lon': 116.15, 'lat': -33.36}",1552291504.0,2074113.0,"{'temp': 79.54, 'pressure': 1012, 'humidity': 31, 'temp_min': 79, 'temp_max': 80.01}",,Collie,{},,"{'type': 3, 'id': 2011706, 'message': 0.0043, 'country': 'AU', 'sunrise': 1552255888, 'sunset': 1552300734}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10, 'deg': 130.501}"
stations,{'all': 40},200,"{'lon': 35.38, 'lat': -23.87}",1552287600.0,1045114.0,"{'temp': 84.07, 'pressure': 1016, 'humidity': 58, 'temp_min': 84, 'temp_max': 84.2}",,Inhambane,,,"{'type': 1, 'id': 2200, 'message': 0.0055, 'country': 'MZ', 'sunrise': 1552275497, 'sunset': 1552319898}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 13.87, 'deg': 190}"
stations,{'all': 56},200,"{'lon': 2.36, 'lat': 48.94}",1552291522.0,2980916.0,"{'temp': 40.6, 'pressure': 1025, 'humidity': 75, 'temp_min': 37.99, 'temp_max': 43}",,Saint-Denis,{'1h': 0.64},,"{'type': 1, 'id': 6540, 'message': 0.0066, 'country': 'FR', 'sunrise': 1552284746, 'sunset': 1552326570}",10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 8.05, 'deg': 280}"
stations,{'all': 44},200,"{'lon': 161.3, 'lat': 68.75}",1552291643.0,2126199.0,"{'temp': -8.99, 'pressure': 1014.01, 'humidity': 66, 'temp_min': -8.99, 'temp_max': -8.99, 'sea_level': 1014.01, 'grnd_level': 1005.27}",,Cherskiy,,,"{'message': 0.0032, 'country': 'RU', 'sunrise': 1552247728, 'sunset': 1552287371}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.72, 'deg': 258.001}"
stations,{'all': 0},200,"{'lon': -16.54, 'lat': 14.69}",1552289400.0,2249901.0,"{'temp': 75.2, 'pressure': 1014, 'humidity': 15, 'temp_min': 75.2, 'temp_max': 75.2}",,Gat,,,"{'type': 1, 'id': 2410, 'message': 0.0036, 'country': 'SN', 'sunrise': 1552288594, 'sunset': 1552331751}",7000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 14.99, 'deg': 50}"
stations,{'all': 90},200,"{'lon': -65.37, 'lat': -24.93}",1552287600.0,3838233.0,"{'temp': 58.26, 'pressure': 1019, 'humidity': 93, 'temp_min': 57.2, 'temp_max': 59}",,Humaita,,,"{'type': 1, 'id': 8267, 'message': 0.0044, 'country': 'AR', 'sunrise': 1552299663, 'sunset': 1552344081}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}, {'id': 302, 'main': 'Drizzle', 'description': 'heavy intensity drizzle', 'icon': '09n'}]","{'speed': 5.82, 'deg': 340}"
stations,{'all': 90},200,"{'lon': -119.86, 'lat': 34.41}",1552291637.0,5359864.0,"{'temp': 44.58, 'pressure': 1016, 'humidity': 87, 'temp_min': 41, 'temp_max': 50}",,Isla Vista,,,"{'type': 1, 'id': 4558, 'message': 0.0061, 'country': 'US', 'sunrise': 1552313704, 'sunset': 1552356246}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 70}"
stations,{'all': 0},200,"{'lon': 93.39, 'lat': 54.3}",1552291644.0,1502096.0,"{'temp': 30.48, 'pressure': 1023.93, 'humidity': 56, 'temp_min': 30.48, 'temp_max': 30.48, 'sea_level': 1023.93, 'grnd_level': 916.39}",,Koshurnikovo,,,"{'message': 0.0042, 'country': 'RU', 'sunrise': 1552263113, 'sunset': 1552304527}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.53, 'deg': 218.501}"
stations,{'all': 68},200,"{'lon': 145.91, 'lat': -41.05}",1552291588.0,2173125.0,"{'temp': 60.35, 'pressure': 1003, 'humidity': 61, 'temp_min': 59, 'temp_max': 62.01}",,Burnie,{'3h': 0.0075},,"{'type': 3, 'id': 267929, 'message': 0.0043, 'country': 'AU', 'sunrise': 1552248519, 'sunset': 1552293810}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.99, 'deg': 270, 'gust': 5.81}"
stations,{'all': 20},200,"{'lon': -9.42, 'lat': 38.7}",1552291624.0,2269594.0,"{'temp': 54.61, 'pressure': 1029, 'humidity': 87, 'temp_min': 53.6, 'temp_max': 55.99}",,Cascais,,,"{'type': 1, 'id': 6873, 'message': 0.0041, 'country': 'PT', 'sunrise': 1552287312, 'sunset': 1552329642}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 21.92, 'deg': 360}"
stations,{'all': 0},200,"{'lon': 125.51, 'lat': 12.18}",1552291645.0,1688696.0,"{'temp': 79.57, 'pressure': 1012.01, 'humidity': 85, 'temp_min': 79.57, 'temp_max': 79.57, 'sea_level': 1012.01, 'grnd_level': 1002.31}",,San Policarpo,,,"{'message': 0.0037, 'country': 'PH', 'sunrise': 1552254478, 'sunset': 1552297694}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 7.2, 'deg': 93.0009}"
stations,{'all': 0},200,"{'lon': 41.1, 'lat': 9.22}",1552291645.0,334700.0,"{'temp': 80.88, 'pressure': 1009.61, 'humidity': 22, 'temp_min': 80.88, 'temp_max': 80.88, 'sea_level': 1009.61, 'grnd_level': 819.43}",,Hirna,,,"{'message': 0.003, 'country': 'ET', 'sunrise': 1552274682, 'sunset': 1552317997}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.1, 'deg': 151.501}"
stations,{'all': 20},200,"{'lon': 72.64, 'lat': 10.57}",1552291645.0,1267390.0,"{'temp': 82.63, 'pressure': 1012.49, 'humidity': 100, 'temp_min': 82.63, 'temp_max': 82.63, 'sea_level': 1012.49, 'grnd_level': 1012.39}",,Kavaratti,,,"{'message': 0.0034, 'country': 'IN', 'sunrise': 1552267136, 'sunset': 1552310407}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 5.53, 'deg': 344.501}"
